FID,ID_PARADA,CODI_PARADA,NOM_PARADA,DESC_PARADA,CODI_INTERC,NOM_INTERC,NOM_TIPUS_PARADA,NOM_TIPUS_SIMPLE_PARADA,DESC_TIPUS_PARADA,TIPIFICACIO_PARADA,ADRECA,ID_POBLACIO,NOM_POBLACIO,ID_DISTRICTE,NOM_DISTRICTE,DATA,NOM_VIA,NOM_PROPERA_VIA,GEOMETRY,PUNTS_PARADA
PARADES_ACTIVES.684758,684758,3139,Estació de Sants,Viriat/Comtes de Bell-lloc,0,,MONBBT,Monolit,Monolit BBT,N,"Viriat, 1",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Carrer de Viriat,Carrer dels Comtes de Bell-lloc,POINT (2.1384684990274345 41.37902724581146),1
PARADES_ACTIVES.690329,690329,3141,Pg Lluís Companys - Almogàvers,Lluís Companys/Vilanova,89,Arc de Triomf,FOSTER,Marquesina,Marq. Foster 4m,NXB,"Lluís Companys, 22",748,Barcelona,630,Ciutat Vella,2024-12-06,Passeig de Lluís Companys,Avinguda de Vilanova,POINT (2.181294611542364 41.39118888092784),1
PARADES_ACTIVES.686760,686760,3144,Vallcivera - Estació RENFE,Vallcivera/Sant Feliu de Codines,0,,PALFIX,Pal,Parada Palfix,N,"Vallcivera, 3",748,Barcelona,628,Nou Barris,2024-12-06,Carrer de Vallcivera,Carrer de Sant Feliu de Codines,POINT (2.180676650467263 41.46096768301954),1
PARADES_ACTIVES.686752,686752,3145,Av Rasos de Peguera - Pl Roja,Rasos de Peguera/Costabona,0,,PALFIX,Pal,Parada Palfix,N,"Rasos de Peguera, 48-58",748,Barcelona,628,Nou Barris,2024-12-06,Avinguda dels Rasos de Peguera,Carrer de Costabona,POINT (2.1785918151894776 41.461617751276265),1
PARADES_ACTIVES.685416,685416,3147,Av Catalunya - Estanislau Abadal,Catalunya/Ramon i Cajal,0,,PALFIX,Pal,Parada Palfix,N,"Catalunya, s/n ",754,Montcada i Reixac,0,,2024-12-06,Avinguda de Catalunya,Carrer de Ramon i Cajal,POINT (2.1845641235142406 41.49800702948988),1
PARADES_ACTIVES.691065,691065,3148,Av Catalunya - Ramón y Cajal,Catalunya/Sant Ramon,0,,PALFIX,Pal,Parada Palfix,N,"Catalunya, s/n ",754,Montcada i Reixac,0,,2024-12-06,Avinguda de Catalunya,Carrer de Sant Ramon,POINT (2.184036223696198 41.49726742838094),1
PARADES_ACTIVES.685008,685008,3151,Joan Miró - Camí de Can Cabanyes,Joan Miró/Europa,0,,PALFIX,Pal,Parada Palfix,N,"Joan Miró, s/n ",754,Montcada i Reixac,0,,2024-12-06,Carrer de Joan Miró,Avinguda d'Europa,POINT (2.178288085251823 41.49753230917463),1
PARADES_ACTIVES.691058,691058,3153,Ferrer i Guàrdia - Puigcerdà,Ferrer i Guàrdia/Sol,0,,PALFIX,Pal,Parada Palfix,N,"Ferrer I Guàrdia, 13 ",754,Montcada i Reixac,0,,2024-12-06,Carrer de Ferrer i Guàrdia,Carrer del Sol,POINT (2.184407200526096 41.49378866929607),1
PARADES_ACTIVES.685063,685063,3154,Pla de Matabous - Alacant,Plà del Matabous/València,0,,PALFIX,Pal,Parada Palfix,N,"Plà Del Matabous, s/n ",754,Montcada i Reixac,0,,2024-12-06,Carrer del Pla de Matabous,Carrer de València,POINT (2.184988973100335 41.49341762313746),1
PARADES_ACTIVES.696672,696672,3155,Ctra BV 1411 - Tagamanent,Ctra. Ripollet/Ramón Llargués,0,,PALFIX,Pal,Parada Palfix,N,"Ripollet Bv114, s/n ",754,Montcada i Reixac,0,,2024-12-06,Carretera de Ripollet Bv114,Carrer de Pep Ventura,POINT (2.1808615433923113 41.493075752345504),1
PARADES_ACTIVES.687428,687428,3157,Bach - Pg St Jordi,Bach/Sant Jordi,0,,PALFIX,Pal,Parada Palfix,N,"Bach,  s/n",754,Montcada i Reixac,0,,2024-12-06,Carrer de Bach,Passeig de Sant Jordi,POINT (2.1774711237235707 41.49400162563129),1
PARADES_ACTIVES.685190,685190,3158,Pg d'Urrutia - Dr Pi i Molist,Urrutia/Doctor Pi I Molist,0,,PALFIX,Pal,Parada Palfix,N,"Urrutia, 102",748,Barcelona,628,Nou Barris,2024-12-06,Passeig d'Urrutia,Carrer del Doctor Pi i Molist,POINT (2.1708724940433703 41.43476530417065),1
PARADES_ACTIVES.685192,685192,3159,Nil - Dr Pi i Molist,Nil/Sant Iscle,0,,PALFIX,Pal,Parada Palfix,N,"Nil, 24-26",748,Barcelona,628,Nou Barris,2024-12-06,Carrer del Nil,Carrer de Sant Iscle,POINT (2.1717066507968585 41.4341696096869),1
PARADES_ACTIVES.685198,685198,3160,St Iscle - Travau,Sant Iscle/Pedret,0,,PALFIX,Pal,Parada Palfix,N,"Sant Iscle, 74-76 ",748,Barcelona,628,Nou Barris,2024-12-06,Carrer de Sant Iscle,Carrer de Pedret,POINT (2.170281288026426 41.434251244150836),1
PARADES_ACTIVES.685023,685023,3162,Praga - Rda Guinardó,Praga/Camèlies,80,Ronda Guinardó,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Praga, 4 ",748,Barcelona,627,Horta-Guinardó,2024-12-06,Carrer de Praga,Carrer de les Camèlies,POINT (2.164262270178538 41.41236662570224),1
PARADES_ACTIVES.686758,686758,3164,CEIP Elisenda de Montcada,Sant Feliu de Codine/Vallbona,0,,PALFIX,Pal,Parada Palfix,N,"Sant Feliu de Codines, 13-29",748,Barcelona,628,Nou Barris,2024-12-06,Carrer de Sant Feliu de Codines,Avinguda de Vallbona,POINT (2.178378353334188 41.45904752761858),1
PARADES_ACTIVES.699310,699310,3166,Pl Joan Peiró,Sant Antoni/Rector Triadó,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,Joan Peiró ,748,Barcelona,623,Sants-Montjuïc,2024-12-06,Plaça de Joan Peiró,Carrer dels Comtes de Bell-lloc,POINT (2.138844410491937 41.37855093054833),1
PARADES_ACTIVES.693431,693431,3173,Petúnies - Circumval·lació,Petúnies /Geranis,0,,FOSTER,Marquesina,Marq. Foster 4m,N,"Petúnies, s/n ",754,Montcada i Reixac,0,,2024-12-06,Carrer Petúnies,Carrer dels Geranis,POINT (2.1712682685078017 41.463352815535146),1
PARADES_ACTIVES.685384,685384,3174,Diagonal - Complex Esportiu Universitari,Diagonal/Doctor Marañón,86,Zona Universitària,PALFIX,Pal,Parada Palfix,NXB,"Diagonal, 653-659",748,Barcelona,624,Les Corts,2024-12-06,Avinguda Diagonal,Avinguda del Doctor Marañón,POINT (2.1117072186656904 41.38407959598292),1
PARADES_ACTIVES.685398,685398,3175,Bonaplata,Bonaplata/Oriol Mestres,0,,PALFIX,Pal,Parada Palfix,N,"Bonaplata, 51-53 ",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Carrer de Bonaplata,Carrer d'Oriol Mestres,POINT (2.124157762972833 41.3960400501246),1
PARADES_ACTIVES.685400,685400,3176,Bonaplata - Pedró de la Creu,Bonaplata/Pedró De La Creu,0,,PALFIX,Pal,Parada Palfix,N,"Bonaplata, 3 ",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Carrer de Bonaplata,Carrer del Pedró de la Creu,POINT (2.122047658103816 41.39719514091257),1
